ref.tax.name	IMG.genome.ID	status	domain	phylum	rRNA.gene.copy.number	genome.size.Mbp
ref2546318775	2545824663	Permanent Draft	Bacteria	Firmicutes	1	2.591178
ref2546322947	2545824664	Permanent Draft	Bacteria	Firmicutes	1	3.551822
ref2546325991	2545824666	Permanent Draft	Bacteria	Firmicutes	6	2.812918
ref2546333087	2545824667	Permanent Draft	Bacteria	Firmicutes	3	5.437454
ref2546339732	2545824669	Permanent Draft	Bacteria	Firmicutes	10	4.310366
ref2546341369	2545824670	Permanent Draft	Bacteria	Firmicutes	4	2.82998
ref2546345688	2545824672	Permanent Draft	Bacteria	Firmicutes	7	2.301651
ref2546354112	2545824674	Permanent Draft	Bacteria	Firmicutes	3	3.056699
ref2546366035	2545824678	Permanent Draft	Bacteria	Proteobacteria	1	5.358309
ref2546370535	2545824679	Permanent Draft	Bacteria	Actinobacteria	1	6.13439
ref2546404116	2545824684	Permanent Draft	Bacteria	Firmicutes	7	2.630664
ref2546426679	2545824688	Permanent Draft	Bacteria	Firmicutes	11	5.155092
ref2546429176	2545824689	Permanent Draft	Bacteria	Firmicutes	11	2.61528
ref2546446537	2545824693	Permanent Draft	Bacteria	Firmicutes	1	4.647754
ref2546447325	2545824694	Permanent Draft	Bacteria	Proteobacteria	1	4.033468
ref2546461066	2545824697	Permanent Draft	Bacteria	Firmicutes	1	3.034425
ref2546559615	2545824720	Permanent Draft	Bacteria	Proteobacteria	1	4.424254
ref2546570765	2545824723	Permanent Draft	Bacteria	Actinobacteria	1	4.383575
ref2546596201	2545824728	Permanent Draft	Bacteria	Firmicutes	1	2.021497
ref2546710388	2545824760	Permanent Draft	Bacteria	Proteobacteria	1	5.413273
ref2546718852	2545824762	Permanent Draft	Bacteria	Firmicutes	6	3.019504
ref2546799761	2545824783	Permanent Draft	Bacteria	Proteobacteria	1	2.302023
ref2546811889	2545824788	Finished	Bacteria	Proteobacteria	3	2.773209
ref2546819960	2545824790	Permanent Draft	Bacteria	Actinobacteria	1	2.146866
ref2546834115	2546825502	Finished	Bacteria	Firmicutes	2	1.992567
ref2546864137	2546825512	Draft	Bacteria	Firmicutes	3	2.927332
ref2546898974	2546825524	Permanent Draft	Bacteria	Firmicutes	1	3.587803
ref2546927341	2546825531	Permanent Draft	Bacteria	Proteobacteria	2	4.743861
ref2546942376	2546825534	Permanent Draft	Bacteria	Proteobacteria	3	6.646877
ref2546951724	2546825537	Permanent Draft	Bacteria	Actinobacteria	3	5.389291
ref2547000253	2546825547	Permanent Draft	Bacteria	Proteobacteria	2	1.435066
ref2547100367	2546826724	Permanent Draft	Bacteria	Proteobacteria	6	7.209506
ref2547111868	2546826726	Permanent Draft	Bacteria	Proteobacteria	1	4.820539
ref2547119576	2546826728	Permanent Draft	Bacteria	Actinobacteria	6	5.07955
ref2547129499	2546826730	Permanent Draft	Bacteria	Firmicutes	2	2.923131
ref2547149851	2547132035	Permanent Draft	Bacteria	Firmicutes	4	3.861289
ref2547151146	2547132036	Permanent Draft	Bacteria	Firmicutes	2	1.782002
ref2547161742	2547132038	Permanent Draft	Bacteria	Actinobacteria	1	8.527776
ref2547188684	2547132044	Permanent Draft	Bacteria	Proteobacteria	3	1.659123
ref2547203414	2547132048	Permanent Draft	Bacteria	Proteobacteria	9	4.789206
ref2547205822	2547132049	Permanent Draft	Bacteria	Firmicutes	10	4.205767
ref2547223592	2547132054	Permanent Draft	Archaea	Euryarchaeota	2	1.791997
ref2547229777	2547132057	Permanent Draft	Archaea	Euryarchaeota	1	1.713264
ref2547244939	2547132064	Permanent Draft	Archaea	Euryarchaeota	1	1.910054
ref2547249358	2547132067	Permanent Draft	Archaea	Euryarchaeota	1	1.978848
ref2547259301	2547132072	Permanent Draft	Bacteria	Tenericutes	2	1.016192
ref2547271073	2547132076	Permanent Draft	Bacteria	Firmicutes	2	2.085932
ref2547280924	2547132078	Permanent Draft	Bacteria	Proteobacteria	1	5.329516
ref2547304223	2547132083	Permanent Draft	Bacteria	Firmicutes	1	2.164301
ref2547314710	2547132086	Permanent Draft	Bacteria	Actinobacteria	1	4.257713
ref2547334324	2547132091	Permanent Draft	Bacteria	Proteobacteria	1	1.155236
ref2547335416	2547132092	Permanent Draft	Bacteria	Proteobacteria	1	1.156921
ref2547338878	2547132095	Permanent Draft	Bacteria	Firmicutes	6	3.021322
ref2547351077	2547132098	Permanent Draft	Bacteria	Proteobacteria	4	3.180031
ref2547356833	2547132099	Permanent Draft	Bacteria	Firmicutes	4	5.89838
ref2547361967	2547132101	Permanent Draft	Bacteria	Proteobacteria	1	4.074265
ref2547376379	2547132104	Permanent Draft	Bacteria	Proteobacteria	1	4.370691
ref2547383025	2547132105	Permanent Draft	Bacteria	Actinobacteria	1	2.820331
ref2547385906	2547132106	Permanent Draft	Bacteria	Actinobacteria	1	3.106595
ref2547386824	2547132107	Permanent Draft	Bacteria	Chlamydiae	1	1.135341
ref2547415274	2547132112	Permanent Draft	Bacteria	Actinobacteria	1	2.386233
ref2547418923	2547132113	Permanent Draft	Bacteria	Proteobacteria	1	3.925563
ref2547422135	2547132114	Permanent Draft	Bacteria	Actinobacteria	1	3.352817
ref2547427353	2547132116	Permanent Draft	Bacteria	Proteobacteria	2	3.750355
ref2547434942	2547132118	Permanent Draft	Bacteria	Proteobacteria	1	4.124388
ref2547481231	2547132124	Permanent Draft	Bacteria	Bacteroidetes	1	3.985109
ref2547481305	2547132125	Permanent Draft	Bacteria	Proteobacteria	6	4.103824
ref2547489983	2547132126	Permanent Draft	Bacteria	Proteobacteria	1	5.124098
ref2547494692	2547132127	Permanent Draft	Bacteria	Proteobacteria	7	4.568966
ref2547506476	2547132131	Permanent Draft	Bacteria	Firmicutes	13	3.871829
ref2547517980	2547132133	Permanent Draft	Bacteria	Bacteroidetes	1	3.489612
ref2547519786	2547132134	Permanent Draft	Bacteria	Firmicutes	1	1.780308
ref2547521554	2547132135	Permanent Draft	Bacteria	Firmicutes	1	1.816348
ref2547524712	2547132136	Permanent Draft	Bacteria	Actinobacteria	1	3.398858
ref2547527990	2547132137	Permanent Draft	Bacteria	Firmicutes	1	3.201696
ref2547532779	2547132138	Permanent Draft	Bacteria	Firmicutes	1	4.608729
ref2547537887	2547132139	Permanent Draft	Bacteria	Firmicutes	3	5.494234
ref2547540959	2547132140	Permanent Draft	Bacteria	Firmicutes	6	5.771987
ref2547547211	2547132141	Permanent Draft	Bacteria	Proteobacteria	1	4.180007
ref2547551688	2547132142	Permanent Draft	Bacteria	Proteobacteria	1	4.662119
ref2547564251	2547132145	Permanent Draft	Bacteria	Proteobacteria	4	7.021839
ref2547574022	2547132147	Permanent Draft	Bacteria	Firmicutes	1	3.575363
ref2547576112	2547132148	Permanent Draft	Bacteria	Actinobacteria	1	2.354438
ref2547578243	2547132149	Permanent Draft	Bacteria	Firmicutes	1	1.997974
ref2547587404	2547132152	Permanent Draft	Bacteria	Actinobacteria	1	2.263008
ref2547590091	2547132153	Permanent Draft	Bacteria	Bacteroidetes	1	3.134698
ref2547596166	2547132155	Permanent Draft	Bacteria	Actinobacteria	1	2.986605
ref2547596319	2547132156	Permanent Draft	Bacteria	Proteobacteria	1	4.171485
ref2547601344	2547132157	Permanent Draft	Archaea	Euryarchaeota	1	1.764559
ref2547608336	2547132159	Permanent Draft	Bacteria	Proteobacteria	1	5.023003
ref2547620079	2547132161	Permanent Draft	Bacteria	Firmicutes	1	4.895941
ref2547624468	2547132162	Permanent Draft	Bacteria	Proteobacteria	1	4.889582
ref2547643304	2547132166	Permanent Draft	Bacteria	Proteobacteria	2	7.000957
ref2547645795	2547132167	Permanent Draft	Bacteria	Proteobacteria	1	1.956115
ref2547650350	2547132168	Permanent Draft	Bacteria	Firmicutes	3	4.58894
ref2547653706	2547132169	Permanent Draft	Bacteria	Firmicutes	1	3.831075
ref2547662559	2547132171	Permanent Draft	Bacteria	Actinobacteria	1	5.405566
ref2547672891	2547132174	Permanent Draft	Bacteria	Proteobacteria	6	3.910429
ref2547681468	2547132176	Permanent Draft	Bacteria	Actinobacteria	1	3.745877
ref2547683640	2547132177	Permanent Draft	Bacteria	Proteobacteria	2	1.803246
ref2547688151	2547132178	Permanent Draft	Bacteria	Actinobacteria	1	3.257338
ref2547701286	2547132182	Permanent Draft	Bacteria	Firmicutes	2	2.661757
ref2547704376	2547132183	Permanent Draft	Bacteria	Firmicutes	1	2.750696
ref2547707624	2547132184	Permanent Draft	Bacteria	Firmicutes	2	3.575103
ref2547709690	2547132185	Permanent Draft	Bacteria	Proteobacteria	8	4.808813
ref2547715275	2547132186	Permanent Draft	Bacteria	Proteobacteria	6	4.08902
ref2547726179	2547132190	Permanent Draft	Bacteria	Actinobacteria	1	3.791429
ref2547733568	2547132192	Permanent Draft	Bacteria	Deinococcus-Thermus	2	3.013135
ref2547744757	2547132194	Permanent Draft	Bacteria	Firmicutes	1	1.747868
ref2547756955	2547132197	Permanent Draft	Bacteria	Proteobacteria	1	5.007754
ref2547772577	2547132200	Permanent Draft	Bacteria	Proteobacteria	1	1.216102
ref2547774193	2547132201	Permanent Draft	Bacteria	Firmicutes	12	4.353051
ref2547795817	2547132205	Permanent Draft	Bacteria	Firmicutes	1	4.106324
ref2547800695	2547132206	Permanent Draft	Bacteria	Proteobacteria	1	4.296944
ref2547950964	2547132238	Permanent Draft	Bacteria	Actinobacteria	1	4.343377
ref2547972872	2547132243	Permanent Draft	Bacteria	Proteobacteria	1	2.086882
ref2548020507	2547132255	Permanent Draft	Bacteria	Proteobacteria	8	5.102049
ref2548056627	2547132265	Permanent Draft	Bacteria	Firmicutes	1	2.523252
ref2548108785	2547132276	Permanent Draft	Bacteria	Actinobacteria	1	1.65937
ref2548169619	2547132290	Permanent Draft	Bacteria	Proteobacteria	1	2.519401
ref2548177109	2547132293	Permanent Draft	Bacteria	Proteobacteria	1	2.138271
ref2548182743	2547132296	Permanent Draft	Bacteria	Proteobacteria	3	4.953765
ref2548227643	2547132306	Permanent Draft	Bacteria	Proteobacteria	2	3.568421
ref2548235215	2547132308	Permanent Draft	Bacteria	Proteobacteria	2	3.992652
ref2548247162	2547132311	Permanent Draft	Bacteria	Proteobacteria	1	2.847648
ref2548298005	2547132322	Permanent Draft	Bacteria	Spirochaetes	3	4.639461
ref2548475548	2547132368	Permanent Draft	Bacteria	Spirochaetes	1	4.198811
ref2548496406	2547132373	Permanent Draft	Bacteria	Proteobacteria	10	4.181473
ref2548501962	2547132374	Permanent Draft	Bacteria	Proteobacteria	2	5.530232
ref2548509511	2547132376	Permanent Draft	Bacteria	Proteobacteria	1	2.45349
ref2548511614	2547132377	Permanent Draft	Bacteria	Firmicutes	10	2.171472
ref2548549902	2547132385	Permanent Draft	Bacteria	Proteobacteria	1	3.862761
ref2548553964	2547132386	Permanent Draft	Bacteria	Proteobacteria	2	5.381621
ref2548601739	2547132398	Permanent Draft	Bacteria	Proteobacteria	8	4.551012
ref2548607235	2547132399	Permanent Draft	Bacteria	Actinobacteria	1	3.466927
ref2548608528	2547132400	Permanent Draft	Bacteria	Actinobacteria	1	3.4339
ref2548610856	2547132401	Permanent Draft	Bacteria	Firmicutes	2	3.542354
ref2548613990	2547132402	Permanent Draft	Bacteria	Proteobacteria	1	3.759581
ref2548617567	2547132403	Permanent Draft	Bacteria	Proteobacteria	1	3.703689
ref2548622827	2547132405	Permanent Draft	Bacteria	Proteobacteria	1	1.5484
ref2548625392	2547132406	Permanent Draft	Bacteria	Proteobacteria	1	1.62695
ref2548693527	2547132424	Finished	Bacteria	Actinobacteria	3	8.348532
ref2548730769	2547132462	Permanent Draft	Bacteria	Firmicutes	1	3.196047
ref2548754310	2547132467	Finished	Bacteria	Proteobacteria	4	4.917798
ref2548760958	2547132469	Permanent Draft	Bacteria	Proteobacteria	2	1.492589
ref2548761246	2547132470	Permanent Draft	Bacteria	Proteobacteria	1	2.726123
ref2548850471	2547132513	Draft	Bacteria	Proteobacteria	1	1.320649
ref2548869042	2547132518	Permanent Draft	Bacteria	Bacteroidetes	1	2.897856
ref2548875248	2547132519	Permanent Draft	Bacteria	Firmicutes	6	4.605255
ref2548879741	2548876501	Permanent Draft	Bacteria	Proteobacteria	1	1.654886
ref2548881278	2548876502	Permanent Draft	Bacteria	Proteobacteria	1	1.649604
ref2548887322	2548876504	Permanent Draft	Bacteria	Proteobacteria	1	5.534249
ref2548891572	2548876505	Permanent Draft	Bacteria	Bacteroidetes	1	3.704661
ref2548896212	2548876507	Permanent Draft	Archaea	Thaumarchaeota	1	1.650825
ref2548949174	2548876520	Permanent Draft	Bacteria	Proteobacteria	2	4.521393
ref2548965179	2548876523	Permanent Draft	Bacteria	Actinobacteria	4	3.784483
ref2548968162	2548876524	Permanent Draft	Bacteria	Proteobacteria	4	4.136366
ref2548980063	2548876527	Permanent Draft	Bacteria	Actinobacteria	2	3.191479
ref2548984522	2548876528	Permanent Draft	Bacteria	Proteobacteria	2	5.369475
ref2549019504	2548876534	Permanent Draft	Bacteria	Firmicutes	4	3.775822
ref2549029086	2548876536	Permanent Draft	Bacteria	Proteobacteria	1	5.357836
ref2549273010	2548876659	Permanent Draft	Bacteria	Proteobacteria	3	1.627034
ref2549319487	2548876670	Permanent Draft	Bacteria	Proteobacteria	6	5.116236
ref2549329333	2548876673	Permanent Draft	Bacteria	Proteobacteria	1	4.581111
ref2549359215	2548876680	Permanent Draft	Bacteria	Actinobacteria	1	4.735471
ref2549483561	2548876704	Permanent Draft	Bacteria	Proteobacteria	1	2.083073
ref2549489331	2548876707	Permanent Draft	Bacteria	Proteobacteria	1	2.174844
ref2549494322	2548876709	Permanent Draft	Bacteria	Proteobacteria	1	2.057887
ref2549495898	2548876710	Permanent Draft	Bacteria	Proteobacteria	3	2.056076
ref2549499420	2548876711	Permanent Draft	Bacteria	Proteobacteria	1	2.137621
ref2549619502	2548876742	Permanent Draft	Bacteria	Firmicutes	9	5.468377
ref2549721967	2548876759	Permanent Draft	Bacteria	Proteobacteria	10	4.022644
ref2549724307	2548876760	Permanent Draft	Bacteria	Proteobacteria	11	4.050591
ref2549733172	2548876762	Permanent Draft	Bacteria	Proteobacteria	10	4.000401
ref2549737310	2548876763	Permanent Draft	Bacteria	Firmicutes	1	3.692073
ref2549762892	2548876769	Permanent Draft	Bacteria	Firmicutes	9	3.974551
ref2549771341	2548876771	Permanent Draft	Archaea	Crenarchaeota	1	2.635815
ref2549774409	2548876772	Permanent Draft	Archaea	Crenarchaeota	1	2.680985
ref2549780572	2548876774	Permanent Draft	Archaea	Crenarchaeota	1	2.694762
ref2549786353	2548876775	Permanent Draft	Bacteria	Proteobacteria	1	5.589358
ref2549789699	2548876776	Permanent Draft	Bacteria	Proteobacteria	1	2.982393
ref2549792460	2548876777	Permanent Draft	Bacteria	Proteobacteria	1	3.014186
ref2549798393	2548876778	Permanent Draft	Bacteria	Proteobacteria	2	5.810698
ref2549798713	2548876779	Permanent Draft	Bacteria	Firmicutes	1	5.323778
ref2549805050	2548876780	Permanent Draft	Bacteria	Proteobacteria	1	1.254734
ref2549808006	2548876781	Permanent Draft	Bacteria	Firmicutes	1	2.395399
ref2549817700	2548876783	Permanent Draft	Bacteria	Proteobacteria	1	3.715361
ref2549822849	2548876784	Permanent Draft	Bacteria	Actinobacteria	5	7.229582
ref2549845425	2548876788	Permanent Draft	Bacteria	Bacteroidetes	2	6.11451
ref2549881739	2548876795	Permanent Draft	Bacteria	Firmicutes	8	3.538204
ref2549884895	2548876796	Permanent Draft	Bacteria	Firmicutes	4	2.97674
ref2549931469	2548876808	Permanent Draft	Bacteria	Proteobacteria	4	3.510716
ref2549937010	2548876809	Permanent Draft	Bacteria	Proteobacteria	2	4.76993
ref2549940969	2548876810	Permanent Draft	Bacteria	Actinobacteria	2	3.109262
ref2549952197	2548876812	Permanent Draft	Bacteria	Proteobacteria	1	6.586244
ref2549985403	2548876819	Permanent Draft	Bacteria	Proteobacteria	2	4.475912
ref2549990029	2548876820	Permanent Draft	Bacteria	Proteobacteria	1	5.032573
ref2550030781	2548876829	Permanent Draft	Bacteria	Proteobacteria	1	5.033599
ref2550048476	2548876833	Permanent Draft	Bacteria	Proteobacteria	1	4.910113
ref2550052185	2548876834	Permanent Draft	Bacteria	Proteobacteria	1	4.870372
ref2550083833	2548876841	Permanent Draft	Bacteria	Proteobacteria	1	4.992811
ref2550085501	2548876842	Permanent Draft	Bacteria	Actinobacteria	1	1.864179
ref2550089297	2548876844	Permanent Draft	Bacteria	Proteobacteria	1	1.732191
ref2550098294	2548876847	Permanent Draft	Bacteria	Proteobacteria	1	4.689922
ref2550109937	2548876850	Permanent Draft	Bacteria	Firmicutes	2	2.527313
ref2550224588	2548876877	Permanent Draft	Bacteria	Firmicutes	6	2.4621
ref2550244483	2548876886	Permanent Draft	Bacteria	Firmicutes	6	1.968442
ref2550257154	2548876892	Permanent Draft	Bacteria	Firmicutes	5	2.061874
ref2550263490	2548876895	Permanent Draft	Bacteria	Firmicutes	3	2.168689
ref2550268484	2548876897	Permanent Draft	Bacteria	Firmicutes	8	2.192452
ref2550279415	2548876902	Permanent Draft	Bacteria	Firmicutes	5	2.09294
ref2550304671	2548876910	Permanent Draft	Bacteria	Tenericutes	1	0.803533
ref2550305471	2548876911	Permanent Draft	Bacteria	Tenericutes	3	0.855948
ref2550328171	2548876919	Permanent Draft	Bacteria	Proteobacteria	1	1.249482
ref2550335786	2548876921	Permanent Draft	Bacteria	Actinobacteria	1	2.483675
ref2550345565	2548876924	Permanent Draft	Bacteria	Proteobacteria	8	4.347705
ref2550346687	2548876925	Permanent Draft	Bacteria	Proteobacteria	12	4.440865
ref2550353404	2548876926	Permanent Draft	Bacteria	Actinobacteria	1	5.20446
ref2550365550	2548876929	Permanent Draft	Bacteria	Firmicutes	1	5.69543
ref2550458024	2548876947	Permanent Draft	Bacteria	Proteobacteria	1	4.69309
ref2550597511	2548876973	Permanent Draft	Bacteria	Actinobacteria	1	3.348548
ref2550597557	2548876974	Permanent Draft	Bacteria	Proteobacteria	1	4.434037
ref2550631770	2548876981	Permanent Draft	Bacteria	Proteobacteria	1	6.131782
ref2550644602	2548876983	Permanent Draft	Bacteria	Proteobacteria	2	7.134873
ref2550656945	2548876986	Permanent Draft	Bacteria	Proteobacteria	1	1.727973
ref2550672138	2548876988	Permanent Draft	Bacteria	Proteobacteria	2	4.577611
ref2550676385	2548876989	Permanent Draft	Bacteria	Proteobacteria	10	4.453586
ref2550681051	2548876991	Permanent Draft	Bacteria	Proteobacteria	13	4.613339
ref2550683999	2548876992	Permanent Draft	Bacteria	Proteobacteria	1	4.334001
ref2550692236	2548876993	Permanent Draft	Bacteria	Proteobacteria	1	4.322611
ref2550715191	2548876997	Permanent Draft	Bacteria	Proteobacteria	1	5.499106
ref2550716167	2548876998	Permanent Draft	Bacteria	Cyanobacteria	1	5.438272
ref2550738453	2548877001	Permanent Draft	Bacteria	Planctomycetes	5	8.639329
ref2550779134	2548877010	Permanent Draft	Bacteria	Proteobacteria	7	5.462312
ref2550799403	2548877015	Permanent Draft	Bacteria	Actinobacteria	1	2.913054
ref2550801574	2548877016	Permanent Draft	Bacteria	Actinobacteria	1	2.349262
ref2550805759	2548877017	Permanent Draft	Bacteria	Firmicutes	1	5.471712
ref2550811245	2548877019	Permanent Draft	Bacteria	Firmicutes	4	4.31701
ref2550827452	2548877022	Permanent Draft	Bacteria	Firmicutes	1	3.779696
ref2550838461	2548877024	Permanent Draft	Bacteria	Proteobacteria	1	5.025099
ref2550862117	2548877031	Permanent Draft	Bacteria	Bacteroidetes	1	4.982627
ref2550863590	2548877032	Permanent Draft	Bacteria	Bacteroidetes	1	2.981404
ref2550899159	2548877039	Permanent Draft	Bacteria	Proteobacteria	1	2.102941
ref2550937248	2548877047	Permanent Draft	Bacteria	Proteobacteria	2	4.726587
ref2550970028	2548877054	Permanent Draft	Bacteria	Proteobacteria	1	1.268758
ref2550974954	2548877055	Permanent Draft	Bacteria	Proteobacteria	2	4.726824
ref2550987341	2548877058	Permanent Draft	Bacteria	Firmicutes	3	2.821521
ref2551006266	2548877063	Permanent Draft	Bacteria	Firmicutes	1	2.335166
ref2551009296	2548877064	Permanent Draft	Bacteria	Firmicutes	1	2.027048
ref2551024404	2548877068	Permanent Draft	Bacteria	Firmicutes	1	2.786799
ref2551217562	2548877138	Finished	Bacteria	Proteobacteria	2	3.288122
ref2551232308	2548877151	Permanent Draft	Bacteria	Bacteroidetes	5	4.369828
ref2551252243	2548877156	Finished	Bacteria	Proteobacteria	2	4.764126
ref2551284699	2548877166	Draft	Bacteria	Actinobacteria	1	3.445063
ref2551288501	2548877167	Permanent Draft	Bacteria	Actinobacteria	1	1.546682
ref2551300478	2548877171	Permanent Draft	Bacteria	Bacteroidetes	4	7.213997
ref2551309431	2551306000	Permanent Draft	Bacteria	Proteobacteria	1	5.02021
ref2551493229	2551306042	Permanent Draft	Bacteria	Proteobacteria	1	4.417148
ref2551509594	2551306046	Permanent Draft	Bacteria	Proteobacteria	1	5.07119
ref2551530749	2551306051	Permanent Draft	Bacteria	Proteobacteria	5	4.953125
ref2551535988	2551306052	Permanent Draft	Bacteria	Proteobacteria	1	4.263998
ref2551546893	2551306054	Permanent Draft	Bacteria	Proteobacteria	1	3.148763
